season,id,name,position,team,conference,countablePlays,averagePPA.all,averagePPA.pass,averagePPA.rush,averagePPA.firstDown,averagePPA.secondDown,averagePPA.thirdDown,averagePPA.standardDowns,averagePPA.passingDowns,totalPPA.all,totalPPA.pass,totalPPA.rush,totalPPA.firstDown,totalPPA.secondDown,totalPPA.thirdDown,totalPPA.standardDowns,totalPPA.passingDowns
2021,4692557,Dee Beckwith,RB,Tennessee,SEC,1,-1.514,,-1.514,,,,,-1.514,-1.514,,-1.514,,,,,-1.514
2021,4372000,John Stephen Jones,QB,Arkansas,SEC,1,-1.041,-1.041,,-1.041,,,-1.041,,-1.041,-1.041,,-1.041,,,-1.041,
2021,4432663,Dylan Betts-Pauley,RB,Vanderbilt,SEC,2,-0.788,,-0.788,-0.703,-0.874,,-0.788,,-1.577,,-1.577,-0.703,-0.874,,-1.577,
2021,4035576,T.J. Hammonds,RB,Arkansas,SEC,1,-0.754,,-0.754,,-0.754,,,-0.754,-0.754,,-0.754,,-0.754,,,-0.754
2021,4430845,Darvon Hubbard,RB,Texas A&M,SEC,2,-0.511,,-0.511,-0.639,-0.383,,-0.639,-0.383,-1.022,,-1.022,-0.639,-0.383,,-0.639,-0.383
2021,4586314,Bryce Stephens,WR,Arkansas,SEC,3,-0.495,-0.495,,0.403,-0.948,-0.939,0.403,-0.944,-1.485,-1.485,,0.403,-0.948,-0.939,0.403,-1.887
2021,4570581,Hunter Salmon,TE,Tennessee,SEC,3,-0.46,-0.46,,-0.161,-0.833,-0.387,-0.161,-0.61,-1.38,-1.38,,-0.161,-0.833,-0.387,-0.161,-1.22
2021,4431142,Jimmy Holiday,WR,Tennessee,SEC,3,-0.437,-0.437,,0.073,-0.409,-0.975,0.073,-0.692,-1.312,-1.312,,0.073,-0.409,-0.975,0.073,-1.384
2021,4689352,Brodie King,WR,Mississippi State,SEC,3,-0.423,-0.423,,-0.658,0.047,,-0.658,0.047,-1.268,-1.268,,-1.315,0.047,,-1.315,0.047
2021,4875209,Andison Coby,WR,Tennessee,SEC,3,-0.406,-0.406,,0.105,-0.661,,-0.406,,-1.218,-1.218,,0.105,-1.322,,-1.218,
2021,4697122,Gaston Moore,QB,Tennessee,SEC,2,-0.391,-0.391,,,-0.396,-0.387,,-0.391,-0.782,-0.782,,,-0.396,-0.387,,-0.782
2021,4597679,Luke Altmyer,QB,Ole Miss,SEC,57,-0.287,-0.362,0.025,-0.396,-0.055,-0.674,-0.164,-0.423,-16.363,-16.637,0.274,-6.725,-1.093,-10.104,-4.93,-11.433
2021,4692679,Deondre Jackson,RB,Texas A&M,SEC,1,-0.286,,-0.286,-0.286,,,-0.286,,-0.286,,-0.286,-0.286,,,-0.286,
2021,4430992,Kentrel Bullock,RB,Ole Miss,SEC,10,-0.278,-0.186,-0.288,-0.231,-0.507,-0.051,-0.423,-0.06,-2.777,-0.186,-2.591,-1.154,-1.521,-0.101,-2.538,-0.239
2021,4575123,Anthony Summey,RB,Georgia,SEC,5,-0.266,,-0.266,-0.197,-0.031,-0.875,-0.483,0.6,-1.332,,-1.332,-0.395,-0.062,-0.875,-1.932,0.6
2021,4431514,Daejon Reynolds,WR,Florida,SEC,1,-0.259,-0.259,,,-0.259,,,-0.259,-0.259,-0.259,,,-0.259,,,-0.259
2021,4429209,Beau Allen,QB,Kentucky,SEC,17,-0.222,-0.477,1.686,0.797,0.168,0.638,-0.347,-0.045,-3.78,-7.151,3.371,3.984,1.01,1.913,-3.465,-0.315
2021,4430841,Carson Beck,QB,Georgia,SEC,28,-0.189,-0.239,0.04,0.235,-0.376,0.007,-0.223,-0.149,-5.29,-5.491,0.202,2.58,-3.762,0.042,-3.349,-1.941
2021,4432782,Brock Vandagriff,QB,Georgia,SEC,1,-0.187,-0.187,,,,-0.187,,-0.187,-0.187,-0.187,,,,-0.187,,-0.187
2021,4363640,Jeremy Moussa,QB,Vanderbilt,SEC,8,-0.171,-0.171,,-0.062,-0.049,-0.516,-0.09,-0.414,-1.365,-1.365,,-0.187,-0.147,-1.032,-0.537,-0.828
2021,4429023,MarShawn Lloyd,RB,South Carolina,SEC,67,-0.145,0.334,-0.184,-0.219,-0.012,-0.261,-0.236,0.018,-9.721,1.668,-11.389,-5.907,-0.311,-2.871,-10.156,0.435
2021,4698836,Jay Sharp,RB,Auburn,SEC,5,-0.133,,-0.133,-0.957,-0.399,2.049,-0.405,0.957,-0.663,,-0.663,-1.914,-0.798,2.049,-1.62,0.957
2021,4362400,Rahsaan Lewis,WR,Kentucky,SEC,3,-0.126,-0.126,,,-0.173,-0.103,,-0.126,-0.379,-0.379,,,-0.173,-0.206,,-0.379
2021,4362496,Lorenzo Lingard,RB,Florida,SEC,12,-0.123,0.804,-0.208,0.023,-0.453,0.179,-0.207,-0.006,-1.481,0.804,-2.285,0.068,-2.266,0.717,-1.451,-0.03
2021,4568024,Josh Williams,RB,LSU,SEC,30,-0.104,-0.428,-0.005,-0.061,-0.319,0.091,0.103,-0.285,-3.115,-2.995,-0.121,-0.489,-2.235,1.272,1.438,-4.553
2021,4691688,Robbie Ouzts,TE,Alabama,SEC,2,-0.094,-0.094,,-0.094,,,-0.094,,-0.188,-0.188,,-0.188,,,-0.188,
2021,4431431,Corey Kiner,RB,LSU,SEC,81,-0.066,0.085,-0.069,-0.093,-0.104,0.144,-0.062,-0.089,-5.318,0.17,-5.488,-4.367,-2.8,0.862,-4.245,-1.073
2021,4433827,Rocko Griffin,RB,Vanderbilt,SEC,153,-0.049,-0.261,-0.028,-0.086,-0.119,0.16,-0.072,0.054,-7.549,-3.655,-3.894,-6.691,-5.256,3.836,-9.061,1.512
2021,4692666,Earnest Crownover,RB,Texas A&M,SEC,5,-0.02,,-0.02,-0.289,0.383,,0.091,-0.465,-0.1,,-0.1,-0.867,0.767,,0.365,-0.465
2021,4427511,Travis Tisdale,RB,Kentucky,SEC,1,-0.014,,-0.014,-0.014,,,-0.014,,-0.014,,-0.014,-0.014,,,-0.014,
2021,4242881,Trelon Smith,RB,Arkansas,SEC,104,-0.007,-0.385,0.02,-0.023,0.104,-0.02,-0.015,0.035,-0.71,-2.697,1.986,-1.333,4.258,-0.099,-1.301,0.591
2021,4431286,Armoni Goodwin,RB,LSU,SEC,18,0.005,-0.468,0.064,-0.387,0.775,-0.347,-0.13,0.678,0.082,-0.936,1.018,-3.873,4.65,-0.694,-1.953,2.035
2021,4429410,Sevaughn Clark,RB,Georgia,SEC,14,0.007,,0.007,-0.208,0.083,0.31,0.049,-0.07,0.094,,0.094,-1.25,0.415,0.929,0.442,-0.348
2021,4686301,Marcus Pierce,RB,Tennessee,SEC,31,0.039,,0.039,-0.022,-0.025,0.365,0.048,-0.04,1.223,,1.223,-0.355,-0.248,1.825,1.343,-0.12
2021,4567747,Garrett Nussmeier,QB,LSU,SEC,58,0.04,0.04,,0.098,0.145,-0.1,0.082,-0.014,2.346,2.346,,2.165,3.34,-1.194,2.698,-0.352
2021,4035106,Dawson Downing,RB,Missouri,SEC,26,0.045,0.591,-0.156,-0.109,-0.312,1.265,-0.055,2.544,1.174,4.137,-2.963,-1.523,-1.87,6.325,-1.37,2.544
2021,4692922,Josh Oglesby,RB,Arkansas,SEC,4,0.047,,0.047,-0.473,0.298,0.066,-0.473,0.221,0.188,,0.188,-0.473,0.596,0.066,-0.473,0.662
2021,4430897,Alex Adams,WR,LSU,SEC,1,0.05,0.05,,,,0.05,,0.05,0.05,0.05,,,,0.05,,0.05
2021,107494,Trey Sanders,RB,Alabama,SEC,79,0.057,0.406,0.023,0,0.038,0.449,0.013,0.327,4.472,2.844,1.628,-0.004,1.259,4.039,0.876,3.596
2021,4567400,Nay'Quan Wright,RB,Florida,SEC,90,0.064,0.396,0.003,-0.095,-0.036,0.779,-0.011,0.248,5.771,5.537,0.234,-4.094,-1.082,11.69,-0.685,6.456
2021,4682745,Jaylen Wright,RB,Tennessee,SEC,91,0.074,0.035,0.077,0.059,0.087,0.687,0.002,0.411,6.715,0.21,6.504,2.662,2.619,8.926,0.132,6.582
2021,4429012,Kendall Milton,RB,Georgia,SEC,57,0.08,-0.375,0.097,0.126,0.055,-0.107,0.094,0.017,4.576,-0.749,5.325,3.648,1.054,-0.854,4.404,0.172
2021,4429002,Demarkcus Bowman,RB,Florida,SEC,15,0.083,-0.795,0.146,0.024,0.361,-0.372,-0.078,0.326,1.252,-0.795,2.048,0.194,1.803,-0.745,-0.704,1.956
2021,4431948,TJ Finley,QB,Auburn,SEC,148,0.084,0.069,0.292,0.037,-0.03,0.168,-0.032,0.224,12.474,9.557,2.917,1.623,-1.46,8.216,-2.565,15.04
2021,4429133,Malik Hornsby,QB,Arkansas,SEC,36,0.086,-0.36,0.404,-0.126,0.015,0.781,-0.289,0.675,3.089,-5.404,8.494,-1.892,0.147,7.811,-6.354,9.443
2021,4570674,Kevin Harris,RB,South Carolina,SEC,169,0.09,0.096,0.089,0.014,-0.097,0.599,0.124,-0.047,15.19,1.631,13.559,1.109,-5.747,13.779,16.798,-1.608
2021,4682565,Tyler Macon,QB,Missouri,SEC,30,0.091,0.04,0.167,-0.229,0.146,0.851,0.091,0.09,2.717,0.717,2,-2.289,1.022,8.509,1.725,0.993
2021,4362620,Kavosiey Smoke,RB,Kentucky,SEC,87,0.091,-0.607,0.152,-0.097,0.312,0.499,-0.023,0.473,7.893,-4.246,12.139,-4.651,11.547,0.997,-1.564,9.458
2021,4430183,Logan Kyle,WR,Vanderbilt,SEC,1,0.095,0.095,,,0.095,,0.095,,0.095,0.095,,,0.095,,0.095,
2021,4426399,Ramel Keyton,WR,Tennessee,SEC,13,0.096,0.096,,0.135,0.606,-0.504,0.332,-0.28,1.253,1.253,,0.947,1.818,-1.512,2.654,-1.4
2021,4431375,Ken Seals,QB,Vanderbilt,SEC,213,0.099,0.095,0.149,-0.402,0.146,0.461,-0.199,0.429,21.1,18.574,2.527,-28.168,10.073,30.886,-22.246,43.347
2021,4685739,Tre Bradford,RB,LSU,SEC,2,0.104,,0.104,,0.104,,,0.104,0.208,,0.208,,0.208,,,0.208
2021,4429145,Harrison Bailey,QB,Tennessee,SEC,11,0.111,-0.321,1.263,0.463,-0.267,-0.608,0.122,0.098,1.223,-2.567,3.79,1.39,-1.068,-1.823,0.731,0.492
2021,4689340,J.J. Jernighan,RB,Mississippi State,SEC,18,0.124,0.076,0.248,-0.135,0.067,,0.148,0.074,2.224,0.983,1.241,-0.945,0.672,,1.779,0.445
2021,4429610,Daijun Edwards,RB,Georgia,SEC,53,0.132,0.592,0.095,0.069,0.241,0.274,0.097,0.23,7,2.367,4.634,1.788,3.863,2.743,3.781,3.22
2021,4427694,Casey Kelly,TE,Ole Miss,SEC,23,0.134,0.134,,0.414,0.513,0.832,0.065,0.291,3.08,3.08,,3.316,5.127,2.496,1.043,2.037
2021,4429079,Luke Doty,QB,South Carolina,SEC,170,0.138,0.171,-0.066,-0.094,0.428,0.528,0.024,0.275,23.381,24.971,-1.59,-6.196,20.969,25.337,2.218,21.164
2021,4429013,Tank Bigsby,RB,Auburn,SEC,252,0.144,0.034,0.157,0.012,0.202,0.604,0.128,0.206,36.292,0.916,35.376,1.749,16.741,13.892,25.582,10.711
2021,4362748,Tyler Badie,RB,Missouri,SEC,309,0.146,0.176,0.139,0.089,0.108,0.417,0.121,0.238,45.222,10.538,34.684,14.624,11.3,15.858,29.06,16.161
2021,4429804,Jimmy Calloway,WR,Tennessee,SEC,9,0.146,0.146,,0.477,0.924,-0.438,0.324,-0.21,1.317,1.317,,2.384,1.847,-0.438,1.947,-0.63
2021,4430823,Thaiu Jones-Bell,WR,Alabama,SEC,2,0.152,0.152,,0.447,-0.142,,0.152,,0.304,0.304,,0.447,-0.142,,0.304,
2021,4426475,Tyrion Davis-Price,RB,LSU,SEC,218,0.156,0.302,0.147,-0.032,0.036,0.562,0.201,-0.033,33.942,3.618,30.324,-3.41,2.681,16.286,35.314,-1.372
2021,4689338,Dillon Johnson,RB,Mississippi State,SEC,149,0.157,0.062,0.231,0.094,0.218,0.323,0.163,0.126,23.413,4.033,19.379,8.361,8.919,6.132,20.255,3.158
2021,4426891,Isaiah Spiller,RB,Texas A&M,SEC,211,0.158,0.269,0.137,-0.016,0.08,1.053,0.05,0.578,33.302,8.889,24.413,-1.775,5.97,24.225,8.435,24.867
2021,4429501,Re'Mahn Davis,RB,Vanderbilt,SEC,16,0.167,,0.167,-0.116,0.209,,0.116,0.387,2.664,,2.664,-1.164,1.043,,1.503,1.161
2021,4426341,Dominick Blaylock,WR,Georgia,SEC,3,0.169,0.169,,,0.394,-0.282,,0.169,0.506,0.506,,,0.788,-0.282,,0.506
2021,4432734,Jalen Milroe,QB,Alabama,SEC,21,0.178,-0.357,0.579,-0.262,-0.539,1.348,-0.34,1.02,3.733,-3.212,6.946,-2.096,-3.77,6.739,-4.424,8.157
2021,4431310,Henry Parrish Jr.,RB,Ole Miss,SEC,119,0.179,0.189,0.176,0.187,0.079,-0.078,0.233,-0.008,21.251,4.348,16.904,10.874,2.926,-1.409,21.48,-0.228
2021,4360698,Joe Milton,QB,Tennessee,SEC,89,0.184,0.029,0.686,-0.006,0.087,0.48,0.084,0.296,16.378,1.979,14.399,-0.181,2.698,11.514,3.954,12.424
2021,4433945,Elijah Young,RB,Missouri,SEC,47,0.185,0.676,0.052,-0.003,0.115,1.08,0.205,0.087,8.69,6.759,1.931,-0.083,1.842,4.321,7.994,0.696
2021,4270055,Grant Frerking,WR,Tennessee,SEC,2,0.185,0.185,,,0.185,,0.765,-0.396,0.37,0.37,,,0.37,,0.765,-0.396
2021,4389868,Trey Adkins,WR,South Carolina,SEC,2,0.189,0.189,,-0.716,1.094,,0.189,,0.378,0.378,,-0.716,1.094,,0.378,
2021,4241474,Brian Robinson Jr.,RB,Alabama,SEC,312,0.191,0.482,0.146,0.07,0.153,0.777,0.169,0.332,59.661,20.247,39.414,12.845,12.862,31.085,45.381,14.28
2021,4426494,John Rhys Plumlee,QB,Ole Miss,SEC,31,0.192,0.344,-0.438,0.193,0.495,-0.416,0.083,0.459,5.96,8.59,-2.63,3.084,4.954,-2.078,1.831,4.128
2021,4695580,Malcolm Johnson Jr.,WR,Auburn,SEC,15,0.199,0.274,-0.099,0.468,-0.094,0.11,0.247,0.127,2.987,3.283,-0.297,2.81,-0.376,0.552,2.224,0.763
2021,4567244,Jadon Jackson,WR,Ole Miss,SEC,7,0.206,0.206,,0.493,-0.102,-0.215,0.493,-0.177,1.439,1.439,,1.971,-0.102,-0.43,1.971,-0.532
2021,4567774,Agiye Hall,WR,Alabama,SEC,9,0.21,0.21,,0.232,-0.677,1.378,0.398,-0.025,1.889,1.889,,0.464,-2.709,4.134,1.989,-0.1
2021,4426847,Zach Calzada,QB,Texas A&M,SEC,359,0.214,0.202,0.505,0.191,0.269,0.17,0.146,0.295,76.917,69.337,7.58,26.234,31.251,17.516,28.538,48.379
2021,4361777,Zamir White,RB,Georgia,SEC,172,0.215,0.122,0.222,0.163,0.178,0.616,0.237,-0.044,37.056,1.469,35.587,16.943,9.27,9.247,37.634,-0.578
2021,4432545,Jabari Small,RB,Tennessee,SEC,150,0.218,0.561,0.19,0.312,0.124,0.482,0.293,-0.097,32.629,6.167,26.463,23.42,6.934,7.717,35.441,-2.812
2021,4685723,Roydell Williams,RB,Alabama,SEC,54,0.219,0.732,0.155,0.149,0.236,0.225,0.156,0.579,11.829,4.394,7.435,4.182,4.723,1.126,7.195,4.635
2021,4245147,Jamire Calvin,WR,Mississippi State,SEC,34,0.228,0.228,,0.121,0.278,,0.216,0.298,7.764,7.764,,2.174,3.898,,6.276,1.488
2021,4430063,Dominique Johnson,RB,Arkansas,SEC,96,0.228,0.385,0.216,0.228,0.205,0.262,0.225,0.241,21.882,2.695,19.187,11.422,7.167,2.615,17.296,4.586
2021,4430034,Xavier Legette,WR,South Carolina,SEC,11,0.231,0.231,,0.252,0.738,0.704,-0.351,0.716,2.541,2.541,,0.503,4.43,1.409,-1.753,4.294
2021,4433932,Mike Wright,QB,Vanderbilt,SEC,243,0.232,0.18,0.364,0.149,-0.075,0.644,0.079,0.43,56.466,31.327,25.139,12.256,-5.993,45.083,10.838,45.628
2021,4601080,Raheim Sanders,RB,Arkansas,SEC,118,0.234,0.679,0.184,0.074,0.288,0.589,0.156,0.473,27.63,8.144,19.485,3.569,14.377,10.021,13.916,13.714
2021,4596437,AJ Green,RB,Arkansas,SEC,59,0.24,0.499,0.174,-0.176,0.19,1.259,0.2,0.313,14.161,5.993,8.168,-4.745,3.793,15.113,7.588,6.573
2021,4240603,Malik Davis,RB,Florida,SEC,122,0.241,0.49,0.156,0.079,0.258,0.648,0.186,0.445,29.441,15.203,14.239,4.964,10.569,9.719,17.869,11.572
2021,4428995,Demond Demas,WR,Texas A&M,SEC,30,0.242,0.242,,0.84,0.063,-0.597,0.635,-0.208,7.25,7.25,,10.076,0.753,-3.58,10.164,-2.915
2021,4429059,Jo'quavious Marks,RB,Mississippi State,SEC,188,0.246,0.286,0.202,0.096,0.261,0.465,0.194,0.417,46.328,28.337,17.991,8.807,14.374,17.204,27.961,18.367
2021,4567246,Snoop Conner,RB,Ole Miss,SEC,140,0.255,0.181,0.264,0.016,0.31,0.946,0.242,0.308,35.672,2.711,32.961,1.053,14.892,20.811,27.351,8.321
2021,4596608,Chance Luper,WR,Missouri,SEC,29,0.261,0.279,-0.228,-0.219,0.315,0.582,0.182,0.392,7.581,7.809,-0.228,-2.191,4.097,2.91,3.267,4.313
2021,4426330,Jerrion Ealy,RB,Ole Miss,SEC,158,0.271,0.473,0.224,0.16,0.204,0.746,0.218,0.438,42.805,14.176,28.629,12.331,9.377,20.899,26.172,16.633
2021,4362619,Chris Rodriguez Jr.,RB,Kentucky,SEC,164,0.275,0.336,0.268,0.261,0.283,0.393,0.271,0.306,45.124,5.704,39.42,25.335,15.827,3.533,38.703,6.42
2021,4035525,Zeb Noland,QB,South Carolina,SEC,113,0.277,0.315,-0.111,-0.008,0.398,0.439,0.045,0.475,31.356,32.47,-1.114,-0.294,13.937,14.06,2.361,28.995
2021,4362603,Brenden Bates,TE,Kentucky,SEC,13,0.291,0.291,,0.134,0.036,2.565,0.404,0.036,3.785,3.785,,1.075,0.146,2.565,3.639,0.146
2021,4567218,Bo Nix,QB,Auburn,SEC,380,0.293,0.262,0.516,0.164,0.276,0.537,0.224,0.4,111.313,87.555,23.758,24.377,33.714,54.222,51.749,59.565
2021,4249624,Nick Muse,TE,South Carolina,SEC,34,0.309,0.309,,0.357,0.522,0.603,0.433,0.152,10.511,10.511,,5.001,3.655,5.428,8.233,2.277
2021,4248558,Jason Brown,QB,South Carolina,SEC,113,0.31,0.321,0.115,-0.311,0.512,0.65,0.004,0.67,35.073,34.383,0.69,-13.363,16.39,22.748,0.221,34.852
2021,4426444,Connor Bazelak,QB,Missouri,SEC,362,0.312,0.327,0.035,0.24,0.192,0.541,0.329,0.292,113.004,112.372,0.632,30.221,23.413,57.326,64.164,48.84
2021,4566196,Will Rogers,QB,Mississippi State,SEC,723,0.317,0.331,-0.015,0.165,0.341,0.628,0.204,0.536,229.319,229.748,-0.43,53.228,86.27,85.34,97.517,131.802
2021,4567185,Hudson Henry,TE,Arkansas,SEC,5,0.32,0.32,,,-0.295,0.73,-0.295,0.73,1.599,1.599,,,-0.59,2.189,-0.59,2.189
2021,4429160,Devon Achane,RB,Texas A&M,SEC,156,0.321,0.372,0.31,0.315,0.232,0.664,0.356,0.155,50.086,10.407,39.679,27.723,11.346,11.287,45.907,4.179
2021,4685740,Max Johnson,QB,LSU,SEC,423,0.324,0.339,0.197,0.044,0.362,0.645,0.219,0.476,137.153,128.664,8.49,7.313,46.664,76.778,54.849,82.304
2021,4428993,Haynes King,QB,Texas A&M,SEC,40,0.331,0.275,0.838,-0.047,-0.156,1.619,-0.249,1.116,13.248,9.898,3.35,-0.753,-2.189,16.19,-5.728,18.976
2021,4379399,James Cook,RB,Georgia,SEC,142,0.334,0.757,0.225,0.326,0.177,1.218,0.329,0.356,47.381,21.946,25.435,24.802,8.309,20.71,38.835,8.546
2021,4429001,Jase McClellan,RB,Alabama,SEC,52,0.338,1.118,0.104,0.147,0.232,0.809,0.304,0.481,17.587,13.417,4.171,3.978,3.475,7.28,12.775,4.812
2021,4360230,Emory Jones,QB,Florida,SEC,480,0.353,0.374,0.295,0.195,0.433,0.672,0.285,0.479,169.385,131.039,38.347,40.122,62.833,77.905,88.852,80.533
2021,4429165,Len'Neth Whitehead,RB,Tennessee,SEC,33,0.356,0.835,0.341,0.317,0.197,1.116,0.53,-0.619,11.742,0.835,10.907,4.121,3.156,4.464,14.834,-3.093
2021,4429435,Brady Cook,QB,Missouri,SEC,79,0.365,0.311,0.547,0.235,-0.047,1.005,0.183,0.715,28.809,18.956,9.853,7.045,-1.303,20.091,9.514,19.295
2021,4567241,Kinkead Dent,QB,Ole Miss,SEC,5,0.366,-0.408,3.458,0.355,-0.899,-0.543,0.541,-0.335,1.828,-1.63,3.458,0.355,-0.899,-1.086,2.163,-0.335
2021,4362788,Ben Bresnahan,TE,Vanderbilt,SEC,13,0.379,0.379,,0.107,0.192,0.729,0.671,0.129,4.929,4.929,,0.32,0.962,3.646,4.026,0.903
2021,4692835,Jalen Brooks,WR,South Carolina,SEC,27,0.379,0.379,,0.334,0.531,0.782,0.476,0.273,10.223,10.223,,3.673,4.775,4.691,6.668,3.555
2021,4426354,George Pickens,WR,Georgia,SEC,9,0.39,0.39,,0.909,-1.052,0.535,1.059,-0.947,3.512,3.512,,4.545,-2.104,1.071,6.353,-2.841
2021,4692590,Jalin Hyatt,WR,Tennessee,SEC,33,0.391,0.381,0.708,-0.186,0.574,1.037,0.267,0.639,12.892,12.184,0.708,-2.047,9.753,5.185,5.868,7.025
2021,4361418,Will Levis,QB,Kentucky,SEC,456,0.393,0.307,0.77,0.25,0.177,0.805,0.333,0.5,179.371,113.882,65.49,44.812,23.756,105.446,96.432,82.939
2021,4362874,Matt Corral,QB,Ole Miss,SEC,520,0.397,0.337,0.597,0.334,0.399,0.435,0.356,0.463,206.599,134.318,72.281,74.143,64.248,48.283,114.396,92.203
2021,4592832,Marcus Burke,WR,Florida,SEC,7,0.398,0.398,,-0.321,2.149,-0.224,-0.321,1.358,2.789,2.789,,-1.285,4.298,-0.224,-1.285,4.074
2021,4429153,Lideatrick Griffin,WR,Mississippi State,SEC,30,0.398,0.398,,0.313,0.517,0.416,0.279,0.605,11.951,11.951,,4.381,4.655,2.915,5.298,6.653
2021,4427391,Kenny McIntosh,RB,Georgia,SEC,84,0.405,0.838,0.2,0.315,-0.054,1.039,0.387,0.463,34.007,22.618,11.389,11.981,-1.567,14.545,24.75,9.256
2021,4875197,Tiyon Evans,RB,Tennessee,SEC,87,0.406,1.097,0.355,0.411,0.304,0.656,0.351,0.652,35.345,6.585,28.76,15.601,8.209,12.455,24.906,10.439
2021,4374303,JT Daniels,QB,Georgia,SEC,98,0.407,0.429,-0.281,0.084,0.169,1.16,0.157,0.819,39.898,40.74,-0.842,3.197,5.578,30.173,9.586,30.312
2021,4567149,KJ Jefferson,QB,Arkansas,SEC,404,0.408,0.409,0.404,0.364,0.126,0.677,0.385,0.441,164.695,121.054,43.64,60.723,14.208,77.817,91.943,72.751
2021,4685769,Justin Robinson,WR,Georgia,SEC,4,0.412,0.412,,2.53,-0.295,,1.047,-0.224,1.646,1.646,,2.53,-0.884,,2.094,-0.447
2021,4429084,Anthony Richardson,QB,Florida,SEC,114,0.415,0.245,0.656,0.338,-0.047,0.944,0.444,0.346,47.299,16.447,30.853,17.25,-1.61,22.663,35.551,11.748
2021,4689342,Omni Wells,RB,Mississippi State,SEC,3,0.416,0.416,,2.543,-0.647,,0.416,,1.249,1.249,,2.543,-1.293,,1.249,
